time,runway,peaknew,gatenew,NewPushA,NewPushBa,NewPushoutB,append2_res,append1_res
78000,35,3,20,9,26,17.89544409,9,13
78300,34,4,193,9,23,17.12753165,11,11
78300,34,4,118,17,37,17.04535037,18,19
78600,35,4,119,3,10,17.34137178,4,2
78600,35,3,48,9,25,17.95393548,11,11
79200,34,4,16,12,20,16.95196776,7,9
79200,34,3,146,10,17,17.1299787,4,11
79200,34,4,44,19,29,17.14233045,10,12
79200,35,4,225,8,23,17.25072115,14,13
79500,35,4,201,3,5,17.93170732,6,3
79500,34,4,0,17,31,17.34137178,10,13
79500,34,4,117,10,32,17.2955122,20,19
79800,35,4,195,8,16,17.14233045,5,6
79800,35,3,226,14,19,16.92235991,2,10
79800,35,4,236,8,21,17.62783019,14,12
80100,35,4,45,10,20,17.09338991,4,7
80100,35,4,2,12,21,17.22598147,7,8
80100,35,4,210,15,28,17.34137178,10,10
80100,34,4,200,14,29,17.20914582,9,13
80400,35,4,166,11,24,17.32716638,7,8
80400,35,4,37,5,10,17.82359703,8,9
80400,35,4,115,13,27,17.29866264,9,12
80700,35,4,112,11,27,17.12753165,15,13
80700,35,4,203,9,26,17.25072115,16,15
80700,34,4,171,14,34,17.21066541,18,18
81000,35,4,113,2,12,17.39900349,4,6
81000,35,4,24,5,16,17.2955122,11,9
81000,35,4,219,7,21,17.7163067,18,14
81300,35,4,75,5,14,17.84899574,10,12
81900,35,4,31,2,6,17.94186567,8,5
81900,35,4,162,6,14,17.85590174,10,12
82200,35,4,54,4,10,18.28907502,10,6
82200,35,5,152,10,17,20.0904698,5,8
82200,35,4,19,6,11,17.93088023,6,9
82200,35,4,191,9,26,18.000375,10,15
82800,35,4,228,2,5,18.92142857,8,2
82800,35,4,220,4,7,19.15736,7,3
82800,34,4,196,2,6,19.09626168,8,3
83100,35,4,237,2,9,17.94186567,9,6
83100,35,4,158,7,16,17.94117211,12,11
83400,35,4,227,5,10,17.92675841,8,6
83400,35,4,234,4,9,18.10680702,11,6
83400,35,4,202,5,13,17.92675841,10,9
84000,35,5,27,3,3,17.37857143,2,3
84600,35,4,223,3,7,19.21341463,9,3
84600,35,4,207,3,7,19.37052632,8,4
84600,35,4,183,5,13,18.92142857,14,5
84600,35,5,22,4,15,20.28190955,3,8
85500,35,4,212,6,9,19.79218638,7,5
85500,35,5,113,5,11,20.00748899,3,6
85800,35,4,14,3,5,19.92049062,2,2
85800,35,4,12,2,4,20.06681159,4,3
86100,35,4,25,7,10,20.94340786,6,3
300,35,5,21,4,7,20.28386783,0,3
300,35,5,171,3,14,19.47292576,3,7
600,35,5,63,0,4,19.04053751,0,2
600,34,5,32,6,11,19.75218391,4,3
600,35,5,17,7,14,20.15474777,2,6
900,35,5,15,5,9,19.99265367,3,3
900,35,5,197,7,11,19.96285714,6,4
1200,35,5,10,7,11,19.95248574,3,4
1200,35,5,30,6,14,20.25393586,3,7
1200,35,5,214,6,18,20.20869219,3,10
1200,35,5,173,6,19,20.31311203,3,10
1500,35,5,13,2,7,19.73394794,1,4
1800,35,5,61,4,10,20.01005874,3,5
3900,35,5,225,1,2,15.86856187,3,2
3900,35,5,196,1,4,16.17045455,2,3
4500,35,5,172,2,3,16.93306321,2,2
4800,35,5,192,0,3,15.36559829,0,2
4800,35,5,200,2,4,16.36297578,1,2
5400,35,5,179,5,6,12.83793103,3,3
5400,35,5,168,1,5,16.16695652,1,4
6300,35,5,221,4,5,15.74754098,2,1
6600,35,5,223,3,4,16.11485884,2,2
7800,35,5,224,2,4,16.10553691,1,3
13800,34,2,42,5,8,17.43515264,6,6
15300,35,5,49,0,1,13.26932153,1,0
16200,35,5,50,0,0,13.52730496,2,1
16200,35,2,44,13,28,16.39556434,13,12
16500,35,5,27,2,2,13.10389222,2,1
16800,35,5,173,0,0,12.53248175,2,0
18000,35,5,44,0,0,12.76212121,2,0
18000,34,0,63,15,29,16.49168019,14,14
18000,34,2,45,21,45,18.7429059,29,18
20100,35,5,40,3,3,12.40803109,6,0
20400,34,0,52,10,22,18.04124294,8,11
20700,35,5,64,0,0,12.70833333,0,0
20700,35,5,54,1,4,13.23604396,0,3
21000,35,5,76,0,2,12.73299595,0,1
21300,35,5,75,2,3,13.20404858,3,1
21600,35,5,53,1,4,13.4592437,3,1
21600,35,5,47,1,3,12.73299595,1,2
22500,35,5,190,2,6,13.57028689,3,4
23100,35,5,177,4,7,13.13543307,3,4
24000,35,4,21,6,10,12.77480258,2,1
24000,35,5,16,5,6,12.79681051,0,1
24000,35,2,20,5,9,14.19495366,4,3
24300,34,4,121,8,11,12.88313474,2,1
24300,35,4,234,10,11,12.75786901,2,4
24300,35,4,141,3,9,12.94033276,0,5
24300,34,4,230,6,13,12.90369249,1,6
24300,34,4,30,14,22,12.93408948,3,11
24300,34,4,43,12,21,12.92371378,3,12
24600,34,4,171,8,11,12.88313474,2,3
24600,34,4,204,10,14,12.82244582,2,5
24600,35,4,9,5,15,13.1449506,1,5
24600,35,4,79,7,13,12.93408948,2,7
24600,35,4,223,6,16,12.94033276,1,8
24900,34,4,12,8,18,13.50687361,1,6
24900,35,4,40,7,20,13.1449506,2,9
24900,35,2,151,21,35,13.84706849,6,14
25200,34,2,209,15,22,14.10996767,5,7
25200,35,2,38,12,25,14.47566138,3,10
25200,34,2,83,22,39,13.71424672,6,14
25500,35,4,233,7,20,13.1449506,2,6
25500,34,4,211,9,20,13.50687361,1,7
25800,34,2,219,12,18,14.19495366,4,6
25800,34,4,185,10,22,13.57692734,2,8
25800,35,2,118,14,22,14.41690334,5,8
26100,34,2,224,10,17,13.69272326,5,8
26100,34,2,2,14,23,13.89113436,4,9
26100,34,2,208,17,29,14.38297769,6,11
26100,34,2,152,20,30,14.25130916,7,13
26400,35,2,115,6,14,14.47566138,1,3
26400,35,1,40,9,23,16.0654816,3,11
26400,34,2,34,18,33,14.47566138,3,15
26400,34,2,206,18,35,14.59958106,4,18
26700,34,2,165,16,25,14.38297769,6,9
26700,35,1,48,8,20,15.69936983,2,12
26700,34,2,215,18,29,14.34800563,6,13
26700,35,1,161,15,33,15.48476041,3,14
26700,34,2,17,18,36,14.84021739,4,17
26700,34,1,81,18,38,15.95051752,4,18
27000,35,2,46,12,23,15.20670827,2,10
27000,34,2,138,18,33,14.47566138,3,13
27000,34,2,159,15,30,14.77510271,3,15
27000,35,1,174,17,37,16.06504195,4,19
27000,34,1,205,15,34,15.74491089,4,20
27300,35,1,154,4,9,15.38906803,1,5
27300,35,1,56,10,25,16.91397527,18,13
27300,34,2,187,17,34,14.59958106,3,17
27300,34,2,203,21,40,15.06480602,5,18
27600,35,1,146,16,36,15.48476041,4,15
27600,34,2,172,20,40,15.28147418,5,20
27600,34,1,228,17,43,16.0409943,5,21
27900,35,1,220,10,23,16.0409943,3,10
27900,34,1,156,13,36,16.0654816,4,19
27900,34,1,236,19,40,15.85553367,5,19
28200,35,1,140,2,8,15.69681015,1,6
28200,35,1,162,11,23,15.9878589,4,11
28200,35,1,231,9,25,15.69681015,4,16
28200,34,1,227,14,35,16.0409943,4,17
28200,34,1,10,13,30,15.74491089,4,18
28500,34,1,167,13,30,15.89770808,5,17
28500,34,1,106,12,27,15.6400607,4,19
28800,34,0,193,7,17,15.92961266,7,9
28800,35,1,163,7,15,15.64359768,3,10
28800,34,1,192,8,19,15.62362235,3,14
28800,35,1,232,11,29,15.64816794,3,18
29100,34,0,207,7,14,15.89426058,4,9
29100,35,1,204,8,27,17.19226372,17,13
29100,34,0,123,10,22,15.81734652,7,13
29100,35,1,153,9,20,15.62362235,3,15
29400,35,0,116,3,10,15.95309341,4,5
29400,34,0,198,14,32,15.80857488,9,18
29700,34,0,15,9,21,16.09011964,8,9
29700,34,0,136,8,15,15.81734652,5,10
29700,34,0,160,13,29,16.0242,9,13
29700,34,0,191,10,24,15.89769392,8,14
30000,35,0,200,8,12,16.15758711,3,7
30000,35,0,164,7,17,15.92961266,7,9
30000,34,0,222,11,22,16.19054206,5,10
30300,35,0,120,5,8,16.28842944,3,3
30300,34,0,229,9,18,16.27797112,3,10
30300,34,0,217,11,20,16.4419693,4,11
30300,34,0,180,12,24,16.19054206,5,12
30600,35,0,25,8,12,16.4107197,2,5
30600,34,0,202,6,15,16.10990366,7,8
30600,34,0,182,11,17,16.33493202,4,9
30600,35,0,184,12,19,16.33493202,4,10
30900,34,0,139,7,15,16.4419693,4,7
30900,35,0,157,7,15,16.28428468,2,8
30900,35,0,237,7,15,15.97481508,3,10
31200,35,0,166,6,12,16.39543446,3,6
31200,34,0,194,11,21,16.43561295,5,8
31200,34,0,214,5,12,15.96168421,2,8
31200,34,0,119,9,17,16.3333578,3,10
31200,34,0,183,10,20,16.20182665,4,11
31500,35,0,113,5,11,15.97481508,1,7
31500,35,0,24,6,12,15.98876285,1,8
31500,35,0,197,15,26,16.16997207,7,11
31500,34,0,35,11,22,15.98876285,4,13
31800,34,0,216,9,16,16.43561295,5,6
31800,34,0,210,8,15,16.27021351,4,7
31800,34,1,13,7,17,16.53237463,8,8
31800,34,0,33,11,20,16.57194323,9,9
31800,34,2,9,13,26,17.42708234,18,12
31800,34,1,28,7,23,17.3492126,13,13
32100,34,0,12,8,17,16.36643009,4,6
32100,35,0,195,9,16,16.53140167,5,6
32100,35,1,21,3,11,17.37046293,7,7
32100,34,0,170,12,22,16.28176678,5,8
32100,34,0,150,8,18,16.02822665,4,10
32400,35,1,18,5,12,17.19226372,8,6
32400,35,1,144,10,18,16.52650293,6,7
32400,35,2,1,5,11,17.38473896,8,8
32400,35,0,112,15,27,16.49636564,11,11
32400,34,1,206,12,26,16.53237463,16,13
32700,34,3,10,7,16,17.06303419,16,8
32700,35,0,111,15,25,16.45434234,6,10
32700,35,1,218,10,24,16.53237463,13,10
32700,34,1,114,13,29,16.81298557,17,14
32700,34,1,149,13,28,16.67612328,18,15
33000,34,2,26,4,8,17.42708234,6,4
33000,34,1,44,14,25,16.55064504,13,12
33000,34,1,201,13,31,16.89721086,21,16
33000,34,1,37,8,28,17.26492106,16,16
33300,35,1,117,6,11,17.05300191,10,6
33300,34,1,34,3,12,17.37046293,9,8
33300,34,1,196,8,20,17.18882106,14,10
33600,34,1,224,10,23,16.94207589,14,9
33900,34,2,143,7,12,17.18374506,6,3
33900,35,1,235,10,28,17.39793487,13,15
34200,34,3,169,7,15,15.75870599,3,6
34200,35,1,155,3,12,17.43795712,8,8
34200,34,3,123,9,20,17.24369892,15,9
34500,34,2,233,5,11,16.90393738,8,6
34500,35,2,43,9,16,17.45684159,13,7
35100,34,2,0,9,15,17.42708234,9,6
35100,34,2,168,6,12,17.57311258,7,8
35400,34,2,122,7,13,17.06276439,6,5
35400,34,2,115,6,12,17.35196172,8,5
35400,35,3,223,5,15,17.12756849,11,6
35700,35,2,27,4,8,17.04793187,6,3
35700,34,2,181,6,14,16.87295711,14,9
35700,34,3,124,8,21,17.2308747,18,9
36000,35,3,20,6,13,17.32490909,11,5
36000,34,3,22,7,11,16.05068871,10,5
36000,34,3,171,7,15,16.89358289,14,9
36000,34,2,228,8,17,17.04793187,13,9
36000,34,1,67,11,20,18.52781833,8,10
36300,35,2,35,5,11,16.94227086,10,7
36300,35,3,190,7,17,17.39686916,12,8
36600,34,3,118,10,23,15.24795443,6,12
36900,34,3,199,8,13,15.36048518,3,7
37200,35,3,2,3,7,16.87214567,4,4
37200,34,3,158,5,13,17.2308747,9,6
37200,34,3,226,11,18,15.28914687,6,10
37500,34,3,165,12,26,15.75870599,7,11
37500,34,3,18,11,25,15.24795443,7,14
37800,35,3,140,5,9,16.50172144,6,5
38100,35,3,19,6,8,16.15837752,12,6
38100,34,3,38,12,19,16.17854447,13,9
38400,35,3,121,13,18,15.83783632,11,6
38400,34,3,201,10,16,15.58537378,4,7
38400,34,3,79,15,21,15.71811594,12,11
38400,34,1,113,15,31,16.24069401,5,12
38700,35,3,114,7,10,15.65910349,3,3
38700,34,1,12,17,35,16.47912383,5,15
39000,34,3,151,9,14,15.58937669,4,3
39000,35,3,142,6,11,15.21190865,3,5
39000,35,3,205,10,20,15.21236501,4,10
39000,34,3,195,14,25,15.21236501,5,12
39300,34,3,153,8,18,15.13876464,4,8
39300,35,1,227,11,24,16.20477419,7,11
39300,34,1,34,14,28,16.1320442,13,13
39300,35,0,194,14,33,17.73858921,8,18
39600,35,1,32,4,9,16.24069401,3,4
39600,35,3,111,6,14,15.17930295,2,7
39600,34,0,21,14,27,16.72626343,15,13
39600,34,1,0,20,38,16.54441984,10,16
39900,34,1,28,10,19,16.56642567,4,8
39900,34,1,231,12,29,16.55324675,5,12
39900,34,1,157,14,29,15.99075786,6,12
40200,35,1,123,7,15,16.0845447,8,6
40200,35,1,147,7,12,16.40862745,0,6
40200,35,1,156,8,17,16.55324675,4,7
40200,34,3,229,11,24,15.75870599,7,10
40500,35,1,220,8,19,16.20477419,4,9
40500,34,1,136,14,25,16.56103203,6,11
40800,35,0,237,11,22,16.49892259,12,8
40800,35,1,170,9,17,16.43855634,1,8
40800,34,0,159,15,26,16.34157442,13,10
40800,34,0,223,12,24,16.49892259,14,10
40800,34,0,13,16,32,16.91285501,12,14
41100,35,1,1,7,14,16.20477419,1,8
41100,34,1,24,14,25,16.25123004,7,12
41100,34,0,115,14,32,16.86909774,16,16
41400,34,1,161,13,27,16.14571191,17,12
41400,35,1,191,11,23,16.17055556,11,12
41400,34,1,14,15,26,15.98942308,17,13
41400,34,1,234,16,30,16.17055556,14,14
41700,35,1,212,13,26,16.0845447,17,11
41700,35,0,138,15,29,16.49168019,14,13
41700,35,0,23,16,32,17.65166163,7,13
41700,34,0,122,19,36,16.22668309,20,18
41700,35,0,146,22,47,17.13129549,13,22
42000,34,0,186,14,31,17.04757741,9,15
42300,35,0,117,11,20,16.87366224,9,9
42300,34,0,154,10,25,16.86909774,10,13
42300,35,0,207,16,32,17.63218569,4,16
42300,35,0,197,15,35,16.9151582,11,17
42360,35,0,68,13,26,16.8691306,11,13
42600,34,0,152,13,30,16.86909774,15,14
42600,34,0,9,16,34,16.84605457,12,15
42600,35,0,172,16,34,16.84605457,12,16
42900,35,0,235,14,27,17.60990854,6,13
42900,35,0,230,17,36,17.28403424,9,15
42900,35,1,38,10,24,18.22642074,6,16
43200,35,0,116,9,17,17.51741911,6,7
43200,34,0,25,14,26,17.62471028,7,10
43200,34,0,224,8,20,16.9151582,10,10
43200,34,0,200,14,24,17.68380443,2,11
43200,34,1,114,8,18,18.61857923,8,12
43200,35,0,204,14,30,17.65166163,7,12
43500,34,0,211,13,25,17.59740406,6,11
43500,34,1,193,8,21,18.08575788,6,13
43500,35,0,232,16,31,17.64720948,4,13
43500,35,0,145,15,30,17.71777778,4,13
43500,34,1,22,10,23,18.50675343,9,15
43800,34,0,210,10,21,17.582185,3,10
43800,34,0,37,11,23,17.51838866,5,13
43800,34,1,11,12,23,18.59866617,11,15
43800,35,0,182,22,48,17.64720948,6,22
44100,34,0,27,9,19,17.582185,3,9
44100,34,0,202,7,17,17.98224456,4,11
44100,34,0,79,16,31,17.60949635,5,16
44100,35,0,121,19,39,17.60398029,8,21
44400,34,1,169,6,14,18.65953628,7,10
44400,34,1,226,7,15,18.45616534,4,10
44400,34,0,190,12,25,18.71856311,8,12
44400,35,0,203,19,38,17.62664346,8,20
44700,34,0,151,10,24,17.6237234,4,11
44700,34,0,20,12,28,17.48611929,4,14
45000,35,0,229,10,19,18.03663934,5,8
45300,34,0,233,9,21,17.88528226,5,13
45300,34,1,119,10,21,18.38482205,6,14
45300,35,1,36,9,22,18.41021234,6,15
45300,35,0,55,15,34,17.6237234,8,19
45300,35,0,10,16,36,17.88528226,10,22
45600,35,0,208,8,19,18.07755102,7,9
45600,34,0,30,12,21,18.26177249,5,9
45900,35,1,112,10,19,18.44668085,5,10
45900,34,1,120,12,22,18.52781833,8,11
46200,35,1,231,5,11,18.65953628,5,7
46200,35,1,32,7,13,18.45412157,6,8
46200,34,0,33,14,28,19.14106792,9,13
46200,34,2,168,11,25,19.2960968,8,14
46500,34,0,29,13,26,18.84359177,7,13
46500,34,1,191,12,25,18.58143885,11,17
46800,35,1,236,8,15,18.63312621,8,10
46800,34,0,136,11,22,18.1282433,7,11
46800,34,2,31,12,29,19.28745562,10,16
47100,34,0,15,9,19,17.98131107,5,8
47100,34,0,161,10,17,18.20723942,3,8
47100,34,0,222,11,18,18.26050309,3,8
47100,34,2,172,13,25,19.28363493,8,13
47400,35,0,0,10,18,18.23723958,5,8
47400,34,0,220,13,26,18.24838088,11,11
47400,34,0,205,13,25,18.4507728,10,12
47700,35,2,111,10,17,18.76409877,11,8
47700,34,0,223,14,25,19.2473766,8,12
47700,34,0,206,15,30,18.10091743,8,13
47700,34,2,212,16,34,19.46707607,10,16
48000,35,2,19,5,14,19.28745562,4,8
48000,35,0,230,9,20,18.24838088,8,9
48000,34,2,200,10,25,19.36449788,12,11
48000,34,2,152,14,33,18.65496559,20,14
48300,35,0,218,10,18,18.84359177,6,8
48300,34,2,34,17,33,19.45696944,13,15
48600,35,0,232,7,14,19.19009434,3,6
48600,34,0,167,11,21,18.95797956,6,10
48600,35,2,138,12,25,19.52360989,11,10
48600,34,2,141,13,31,19.48282098,15,15
48660,35,2,65,4,9,19.48282098,4,5
48900,34,2,231,6,16,16.24683544,8,7
48900,34,0,227,12,21,19.19009434,5,10
48900,35,2,192,8,19,19.55758487,6,10
49200,34,2,37,16,37,19.03120869,20,14
49500,35,2,17,7,14,19.57070064,4,6
49500,34,2,199,17,38,18.67105005,21,17
49800,35,2,170,5,12,18.65345758,6,7
49800,35,2,197,10,20,18.49929011,12,9
50100,35,2,23,3,9,18.65496559,7,5
50100,35,2,182,10,25,19.36449788,9,9
50100,34,2,116,13,31,19.28304204,13,15
50400,34,2,202,14,31,18.7429059,19,12
50400,34,2,35,20,44,18.65202369,28,17
50400,34,3,27,12,30,18.30128617,28,19
50700,35,2,106,11,20,18.58371648,13,9
51000,35,2,148,5,12,18.39966981,8,3
51000,35,2,10,6,16,18.49929011,9,6
51000,34,2,21,17,37,18.37336778,24,12
51300,34,2,207,16,30,18.48195777,20,10
51300,34,2,225,15,30,18.54985437,25,14
51300,34,3,221,12,30,18.35268097,26,18
51600,34,2,12,15,29,18.50451866,21,12
51600,34,3,117,7,19,18.32357143,20,12
51600,34,2,190,14,30,18.62355471,29,16
51900,35,3,29,2,6,18.40902778,8,4
51900,34,2,11,12,31,18.54932021,29,20
52200,35,2,115,10,19,16.17030335,6,7
52200,35,3,229,5,13,18.38549149,14,7
52200,34,4,34,8,13,17.43932519,18,8
52500,34,2,120,11,30,18.54932021,27,18
52800,35,3,151,9,16,18.3140625,14,5
52800,35,3,231,0,6,18.24152977,11,9
52800,34,2,224,10,24,18.5396862,25,12
52800,34,2,204,12,32,18.54932021,29,21
53100,35,3,14,2,9,18.40902778,13,8
53100,34,4,191,7,17,17.37074592,20,9
53100,34,3,146,10,27,18.48524988,23,18
53400,34,4,33,10,15,16.38298526,7,5
53400,35,3,9,1,10,18.38542914,13,11
53700,34,4,182,4,10,17.06153355,10,4
53700,34,4,201,8,11,16.60012723,8,5
54000,34,4,61,5,8,17.43932519,14,6
54000,34,2,59,13,21,16.2014571,8,9
54600,34,4,222,7,8,17.59175141,10,6
54900,34,4,236,5,6,17.50546697,9,4
54900,34,4,220,2,7,17.37074592,9,4
55200,34,4,168,11,17,16.25039039,7,6
55800,34,4,203,5,12,17.2032345,13,5
55800,34,4,171,5,7,16.83063123,8,5
55800,35,4,205,11,15,16.49528302,11,7
55800,34,2,112,15,21,16.2,8,7
55800,34,2,37,12,23,16.17030335,8,10
56100,35,5,68,2,3,16.22503794,0,1
56100,34,2,35,11,16,16.19942987,6,5
56100,34,2,226,11,17,16.16915939,6,6
56100,34,2,206,9,20,16.10296367,8,10
56400,35,2,228,10,21,16.07698616,8,9
56400,35,2,222,15,29,15.80658144,20,13
56400,35,1,10,15,38,16.31926484,29,16
56700,35,2,195,9,15,16.2014571,6,5
56700,35,2,20,11,30,15.99023643,15,14
57000,35,2,233,11,25,16.10296367,11,12
57000,35,2,237,12,31,16.08475771,15,13
57000,35,2,1,12,28,16.09166667,14,14
57300,34,2,230,5,16,15.99023643,8,7
57300,35,2,235,11,27,16.38646154,13,10
57300,35,2,118,6,22,15.99023643,9,10
57300,34,2,227,10,20,16.0037037,8,11
57300,35,2,138,14,30,16.03610473,18,16
57600,34,2,12,8,14,16.34362512,5,8
57600,34,2,75,12,20,15.90949881,11,10
57600,35,2,0,11,21,16.63798165,9,11
57600,34,2,13,9,23,16.15887349,10,11
57900,34,2,169,12,18,16.30887939,7,9
57900,35,2,234,11,18,16.63798165,9,10
57900,35,2,124,13,20,16.13026506,8,11
58200,34,1,79,8,23,16.24552036,15,9
58200,34,2,170,9,21,16.47257994,11,9
58200,34,2,38,9,17,16.66396636,9,9
58500,34,1,220,4,9,16.75807025,7,7
58500,34,2,74,11,21,15.80658144,14,10
58500,35,2,223,13,21,16.34362512,8,10
58500,35,2,18,20,43,17.9007217,19,20
58800,35,1,30,16,32,15.86658824,23,13
58800,34,2,192,11,23,17.94511979,12,16
59100,34,1,198,9,17,16.10610757,11,6
59100,34,2,121,9,12,16.41176749,4,7
59100,34,2,193,12,19,15.95782443,7,11
59100,35,1,2,14,34,16.73694479,22,21
59400,34,1,31,8,15,16.76571804,12,12
59400,35,2,16,20,43,15.86234684,30,19
59700,35,1,117,12,31,16.24552036,23,12
59700,35,2,226,29,44,17.39313644,15,17
59700,35,1,151,16,42,16.24552036,30,20
60000,34,1,202,6,10,16.79879466,13,6
60000,34,1,136,12,19,16.72119588,9,9
60000,35,2,232,23,42,17.66783453,16,18
60000,35,1,24,16,40,16.92430527,27,18
60300,34,1,146,9,21,16.10610757,15,7
60300,34,1,168,8,14,16.93235035,11,13
60300,34,2,193,10,29,17.94410681,13,14
60300,35,1,113,15,40,16.99887781,27,19
60300,35,2,206,28,53,17.7192275,24,27
60600,34,1,122,7,20,17.04749801,13,6
60600,35,1,236,13,36,16.4328534,27,14
60900,34,1,171,5,15,17.00087371,10,4
60900,34,1,215,6,10,16.77013631,12,6
61200,35,2,228,21,30,17.33470243,9,10
61200,34,1,194,7,15,16.76530702,9,12
61500,34,2,27,16,24,17.30585263,6,7
61500,35,2,84,13,24,17.36140279,5,8
61500,34,1,205,7,13,16.81167691,12,11
61500,35,2,29,23,38,17.32339468,11,12
61800,35,2,195,10,15,17.12700334,7,5
61800,34,2,45,17,41,17.95088208,17,18
62100,34,2,118,17,24,17.17296281,7,6
62400,34,1,229,8,12,16.75074503,7,9
62400,34,2,11,15,26,17.36140279,7,9
62400,34,1,233,5,10,16.8309075,8,10
62400,35,2,28,21,45,17.73306175,20,20
62400,35,2,197,18,51,17.85812044,23,29
62700,34,1,212,11,17,17.01786012,10,6
62700,34,2,169,12,28,17.9007217,9,8
62700,34,2,17,12,26,17.95088208,10,10
63000,34,2,222,13,29,17.73306175,8,7
63000,34,2,208,12,23,17.36140279,5,7
63000,34,1,34,15,23,17.01786012,10,8
63000,34,1,123,3,8,16.79366925,5,8
63300,35,2,0,23,50,17.9953017,26,27
63600,34,2,63,19,33,17.66783453,8,9
63600,34,1,43,12,19,16.72119588,9,10
63600,34,2,116,10,19,17.88088785,12,13
63900,35,2,120,22,37,17.55232224,11,11
63900,35,2,138,29,41,17.17296281,15,12
63900,35,2,13,26,44,17.58000828,16,20
63900,35,2,227,30,46,17.39313644,17,20
63900,35,2,210,25,49,17.7192275,23,25
64200,34,2,114,10,27,17.95160226,11,12
64200,34,2,37,16,37,17.73306175,12,12
64200,34,3,23,14,27,17.31163994,11,15
64200,34,2,190,9,24,17.66514826,15,16
64500,34,2,199,12,26,17.90958904,14,17
64500,34,2,20,13,37,17.99759661,14,18
64500,35,2,204,22,51,17.95160226,25,27
64800,34,2,191,12,27,18.00825472,11,11
64800,35,2,24,15,44,17.72435955,21,23
64800,35,2,152,20,52,17.66514826,25,30
65100,34,2,172,11,21,17.86611842,13,16
65100,34,2,30,9,30,17.75811542,15,18
65100,35,2,231,14,41,17.94410681,20,22
65400,35,3,38,12,21,17.4945663,9,12
65400,34,2,119,9,19,17.67510354,8,13
65400,35,2,112,15,29,17.67510354,14,18
65400,35,2,237,14,34,17.73232491,17,21
65400,35,2,230,18,44,17.74797156,22,26
65700,34,2,166,10,17,17.82690445,13,12
65700,35,2,201,13,22,17.73730496,10,15
66000,34,2,225,8,15,18.00453118,10,11
66000,35,3,136,14,27,17.4945663,12,16
66000,35,3,203,14,31,17.34539372,13,20
66300,35,3,9,10,23,17.01256517,10,12
66300,35,3,21,8,26,16.63981763,12,17
66300,35,2,121,19,36,17.88088785,18,21
66600,34,2,161,5,12,17.6980383,7,8
66600,34,3,151,10,21,17.31163994,8,10
66600,34,3,168,5,14,16.44121083,9,10
66600,34,3,25,8,22,16.5820263,12,10
66900,34,3,33,3,14,16.46143546,9,12
67200,34,3,182,5,11,15.79334055,8,5
67200,35,3,12,10,22,17.01256517,10,11
67200,34,2,16,14,26,17.67510354,12,15
67500,35,3,234,10,28,16.76623975,13,15
67800,34,4,34,7,12,15.72838378,18,5
67800,34,3,146,10,20,17.18660852,6,9
67800,34,3,226,9,22,16.775,9,12
67800,34,3,171,8,23,16.76623975,9,13
68100,34,4,182,3,8,16.63529412,7,7
68100,35,3,26,6,18,16.72552645,7,12
68100,35,3,209,6,20,16.44259357,11,14
68400,34,3,235,2,9,16.57950495,4,5
68700,35,3,226,6,12,16.13056346,12,6
68700,34,3,224,3,11,16.46143546,7,9
69300,34,4,123,1,2,15.88693777,7,3
69300,34,4,151,6,10,16.09143816,7,5
69300,35,3,0,5,14,15.84790647,10,6
69300,35,4,229,2,8,16.69844011,8,8
69600,34,4,138,4,6,15.57375,11,2
69600,34,4,118,6,10,16.14083474,7,4
69600,35,4,111,3,8,16.59166207,8,8
69900,35,4,20,2,4,16.19051878,2,3
70200,35,4,83,3,5,15.6137468,6,2
70200,34,3,197,15,25,16.8591505,11,11
70500,34,4,219,4,5,15.38998189,7,1
70800,34,3,37,6,12,16.0102636,12,4
71100,35,3,112,8,15,16.02258065,12,8
71400,35,4,153,4,7,16.08315098,12,2
71400,34,3,30,9,18,16.18213748,11,9
71700,34,4,121,3,7,16.09502188,10,2
71700,34,4,152,6,13,16.24925042,9,4
71700,35,4,220,7,12,16.22189702,12,4
71700,35,4,206,7,13,16.23136934,9,4
72000,35,4,218,7,12,16.0422409,8,4
72000,34,3,233,11,25,16.60729529,13,10
72300,34,3,27,10,16,15.7133914,10,5
72300,34,3,15,13,23,15.7932335,17,10
72600,34,3,198,12,21,17.22730733,11,11
72600,35,1,112,12,27,17.25591837,11,12
72900,35,3,237,8,16,16.13056346,12,7
73200,35,3,38,5,12,15.84790647,8,5
73200,34,3,14,13,22,15.86711302,16,9
73200,35,3,204,13,22,15.71305525,14,10
73500,35,3,232,11,18,15.71305525,10,7
73500,35,3,79,6,15,16.35519575,9,8
73500,34,3,192,10,23,16.33244293,15,11
73800,34,3,10,12,24,16.18213748,16,13
73800,34,4,47,6,21,17.22598147,17,18
74100,35,3,24,7,13,16.18213748,7,5
74100,34,3,161,9,15,15.86711302,8,5
74100,35,3,231,13,20,16.0964231,13,8
74400,34,3,227,6,11,16.3563013,5,4
74400,34,3,171,12,25,16.66433991,9,10
74400,34,3,194,6,18,16.35519575,12,10
74400,35,3,203,9,18,16.18213748,14,11
74400,35,3,136,10,24,16.37466475,12,11
74700,34,3,210,15,26,16.8591505,12,13
75000,35,3,235,11,16,16.86484254,9,7
75000,34,3,191,16,32,16.5820263,18,15
75300,34,1,236,7,18,17.30819964,9,9
75300,35,3,234,12,18,17.24456259,9,9
75300,34,1,31,12,28,17.15028878,12,14
75600,35,3,228,10,14,16.8591505,6,6
