plan_time,runway,peaknew,gatenew,NewPushA,NewPushBa,NewPushoutB,append2_res,append1_res,
25500,35,4,112,12,26,13.57692734,4,13,
25800,34,2,232,8,18,13.84706849,3,7,
25800,35,2,157,9,15,14.04108612,4,7,
26100,34,2,176,10,17,14.38297769,6,7,
26100,34,2,227,8,13,14.18957346,5,7,
26100,34,2,168,14,25,14.03533001,7,10,
26100,34,1,206,12,23,15.85553367,3,10,
26400,35,2,144,7,15,14.47566138,3,7,
26400,34,1,152,11,21,16.06504195,4,10,
26400,34,2,36,10,24,14.77510271,2,13,
26700,34,2,212,6,17,14.59958106,2,7,
26700,34,2,162,11,17,14.25130916,6,7,
26700,35,1,38,9,18,15.48476041,2,10,
26700,35,2,136,10,23,14.59958106,2,10,
26700,34,2,23,10,21,14.47566138,3,10,
27000,35,0,59,7,12,15.80857488,3,7,
27000,34,2,146,9,17,14.37213429,6,10,
27000,34,1,215,8,16,15.85553367,3,10,
27300,35,1,158,4,11,16.0409943,3,7,
27300,34,1,121,11,20,16.05856178,3,10,
27300,34,2,153,9,20,15.20670827,1,10,
27300,34,1,177,13,29,16.0409943,4,16,
27600,35,1,236,7,14,15.97334178,3,7,
27600,34,1,51,14,31,16.04584551,6,16,
27900,35,1,205,8,19,15.89770808,2,7,
27900,34,1,18,9,17,15.66709782,4,10,
27900,34,1,138,9,18,15.48476041,2,10,
27900,35,0,220,11,23,15.89426058,5,13,
28200,35,1,120,4,11,15.74491089,1,4,
28200,35,1,160,8,19,15.74491089,2,7,
28200,34,1,230,7,17,15.9878589,2,10,
28200,34,1,139,12,26,15.69936983,5,10,
28500,34,0,83,13,26,15.81734652,4,13,
28500,35,1,40,16,32,16.52650293,7,19,
28800,34,1,182,9,15,15.62362235,4,7,
28800,34,1,117,9,17,15.64341116,4,7,
28800,35,1,234,8,19,15.64816794,4,10,
28800,34,0,193,10,20,16.0242,5,10,
28800,34,0,179,15,28,16.03250786,9,10,
29100,34,0,173,8,15,15.81725,3,7,
29100,35,1,54,10,21,15.6400607,4,10,
29100,35,1,161,15,32,15.66351964,7,16,
29400,35,0,201,4,12,15.89426058,1,7,
29400,34,0,164,12,22,16.33493202,7,10,
29700,34,0,142,5,15,15.89769392,3,7,
29700,34,0,187,9,18,16.11381832,6,10,
29700,34,0,217,17,30,16.21455085,10,13,
29700,34,0,203,14,28,16.4419693,9,13,
30000,35,0,225,7,15,16.13492549,6,7,
30000,34,0,224,15,25,16.19054206,8,10,
30000,35,0,231,8,18,15.89426058,3,10,
30300,35,2,154,8,12,17.45684159,10,4,
30300,34,0,165,14,27,16.17644428,10,10,
30300,34,0,226,12,27,16.36587537,6,13,
30300,34,0,191,14,30,16.36587537,7,16,
30600,35,0,186,11,21,16.28842944,8,7,
30600,34,0,163,11,18,16.21455085,8,7,
30600,34,0,211,14,29,16.2396915,8,10,
30900,35,0,235,9,17,16.2396915,6,7,
30900,35,0,222,10,21,16.31727806,4,10,
30900,34,0,194,12,26,16.4419693,8,10,
30900,34,0,1,10,22,15.95335689,3,13,
31200,35,0,237,9,21,16.4419693,7,7,
31200,34,1,192,8,21,16.55064504,3,10,
31200,34,0,178,14,30,15.95335689,7,16,
31200,34,0,118,15,31,16.3333578,5,16,
31500,35,0,9,3,6,16.02215929,2,7,
31500,35,0,228,8,13,16.13127196,2,7,
31500,35,0,79,7,16,15.98876285,3,10,
31500,35,0,196,16,25,16.16997207,6,13,
31500,34,0,33,15,32,16.28428468,7,16,
31800,34,1,28,11,25,17.06759969,11,10,
31800,34,0,122,10,21,16.57194323,3,10,
31800,34,0,185,12,22,16.44125899,5,10,
31800,34,0,37,17,27,16.13127196,7,13,
32100,35,0,145,5,10,16.43561295,4,4,
32100,35,0,218,14,24,16.27021351,6,10,
32100,35,1,140,7,19,16.53237463,3,13,
32100,34,1,103,15,37,17.26492106,18,16,
32100,34,0,0,15,31,16.27021351,6,16,
32400,35,1,41,10,23,17.18882106,11,7,
32400,35,0,11,9,18,16.53140167,5,10,
32400,34,1,198,7,18,16.55064504,1,10,
32400,35,0,216,14,26,16.49636564,5,13,
32400,35,0,111,14,26,16.43561295,5,16,
32700,34,2,19,7,12,17.43946754,12,7,
32700,35,1,2,7,14,16.52768444,2,10,
32700,34,0,15,12,20,16.44125899,5,10,
32700,34,1,81,19,48,16.55064504,15,25,
33000,34,1,32,10,21,16.92865877,9,10,
33000,34,1,124,9,21,16.89721086,6,10,
33000,34,1,114,8,23,16.59474269,5,13,
33300,35,1,150,7,15,17.39793487,8,7,
33300,34,1,208,10,22,17.05300191,10,10,
33300,34,1,25,7,19,17.40004134,9,10,
33600,35,1,71,8,21,17.33956471,9,10,
33600,34,1,171,13,29,16.92865877,13,13,
33900,34,2,149,13,25,17.43946754,17,10,
33900,35,1,184,12,30,17.39976162,14,16,
34200,34,2,169,11,20,17.43946754,14,7,
34200,35,1,38,9,19,17.34056225,12,10,
34200,34,2,43,18,30,17.43515264,20,13,
34500,34,1,236,4,14,17.37046293,6,7,
34500,35,1,45,6,19,17.46142384,9,10,
34800,34,1,224,5,14,17.52842105,9,10,
34800,34,1,123,7,20,17.4414963,10,13,
35100,34,2,170,13,23,17.37785333,17,10,
35100,34,2,106,18,35,17.25427616,21,16,
35400,34,2,156,12,16,17.35196172,11,7,
35400,35,2,221,7,23,16.90393738,10,10,
35400,34,2,201,11,27,16.90393738,15,16,
35700,35,2,148,7,16,17.40549289,10,4,
35700,34,2,226,6,19,17.18374506,11,7,
35700,35,2,193,7,21,17.02279768,12,10,
35700,34,2,27,10,22,17.40549289,15,10,
35700,34,2,180,14,31,17.18374506,18,16,
36000,35,3,157,6,10,17.39081256,5,7,
36000,34,2,191,10,24,17.18374506,14,10,
36000,34,1,67,15,32,18.45853558,11,16,
36300,35,3,13,5,10,17.09814737,8,7,
36300,34,2,168,10,18,17.45684159,15,7,
36300,35,3,200,9,23,16.89358289,12,13,
36600,34,2,120,12,29,16.8329328,13,13,
36900,34,3,199,9,13,17.37184293,8,10,
36900,34,3,46,16,29,17.0607767,17,16,
37200,35,3,228,7,15,17.0607767,4,7,
37200,34,3,202,10,15,17.32490909,9,10,
37200,34,3,119,15,29,17.20732553,11,16,
37500,34,3,28,10,15,17.2308747,5,7,
37500,34,3,220,11,20,17.0607767,8,10,
37500,34,3,21,13,24,16.68490566,15,10,
37800,35,3,124,7,14,16.24141574,5,7,
37800,34,3,68,11,19,16.87214567,8,7,
38100,35,3,0,7,15,16.05068871,12,7,
38100,34,3,229,8,16,16.50172144,6,7,
38100,34,3,9,11,25,16.17854447,16,13,
38400,35,3,151,8,22,15.91968854,15,10,
38400,34,3,214,10,23,16.17854447,16,10,
38400,34,3,116,11,25,16.0744981,16,13,
38400,34,3,118,12,27,15.65910349,11,13,
38400,34,3,1,13,31,15.91968854,16,16,
38700,35,3,16,4,10,15.58537378,7,4,
39000,34,3,182,8,18,15.43088077,4,10,
39000,35,3,35,8,19,15.43088077,6,10,
39000,34,1,18,13,26,15.98942308,10,10,
39000,35,3,112,11,19,15.13554502,4,13,
39000,34,3,146,11,25,15.83056938,12,13,
39300,35,3,230,7,12,15.38206549,4,7,
39300,34,1,37,10,17,16.54441984,6,7,
39300,35,3,223,11,21,15.24795443,5,13,
39600,34,3,155,4,12,15.42940589,3,7,
39600,35,3,111,8,13,15.17930295,5,10,
39600,35,3,10,9,20,15.66663452,5,10,
39600,34,0,11,7,22,16.49892259,13,10,
39600,34,3,20,10,24,15.42940589,7,13,
39900,34,3,122,7,17,15.42940589,4,10,
39900,34,1,79,13,23,16.56642567,6,10,
40200,35,1,123,9,17,16.58131868,5,7,
40200,35,1,218,17,30,16.59849691,9,13,
40500,34,1,121,6,12,16.24069401,3,7,
40500,34,1,192,11,21,16.1320442,7,7,
40500,35,1,233,9,18,16.47912383,5,10,
40800,34,1,153,5,10,16.58131868,5,7,
40800,35,1,38,8,15,16.40862745,6,7,
40800,34,0,169,9,16,16.86909774,10,10,
40800,35,1,231,17,29,16.43855634,10,10,
40800,34,0,32,10,22,17.59740406,5,10,
41100,34,1,160,6,13,16.1320442,5,4,
41100,35,0,19,12,26,16.22668309,14,13,
41100,34,1,39,17,27,16.17273497,12,13,
41400,35,0,64,3,12,16.3102091,6,4,
41400,34,1,136,13,20,16.21176223,6,7,
41400,34,1,17,13,26,16.1320442,12,10,
41400,34,0,171,10,25,16.21636439,14,13,
41700,34,1,156,11,19,16.12955895,7,7,
41700,35,0,120,10,18,17.13129549,7,7,
41700,35,1,161,14,26,16.07567454,12,13,
41700,35,1,138,18,34,16.0845447,17,16,
41700,35,1,197,17,34,16.14571191,17,19,
42000,35,0,40,7,21,16.34157442,12,10,
42000,34,0,226,6,11,16.91285501,6,10,
42000,34,0,219,11,23,16.23452675,14,10,
42300,35,3,58,11,20,16.77176648,11,10,
42300,34,0,115,9,22,16.21636439,14,10,
42300,35,0,145,7,16,16.84235561,10,10,
42300,35,0,208,17,31,16.84605457,9,13,
42600,34,0,205,10,18,17.13129549,7,10,
42600,35,2,113,8,20,16.09166667,11,10,
42600,35,0,212,17,34,16.72626343,14,16,
42900,35,0,227,9,22,17.51741911,7,10,
42900,35,0,117,11,22,16.84235561,12,13,
42900,35,0,232,16,29,16.9073017,9,16,
43200,34,0,139,8,15,17.13129549,5,7,
43200,34,0,53,11,24,17.51741911,7,10,
43200,35,0,191,12,25,17.51741911,7,10,
43200,35,0,211,13,26,17.59740406,5,13,
43200,34,0,24,16,30,17.51741911,8,13,
43500,35,0,10,8,11,17.582185,2,4,
43500,35,0,151,13,23,17.28403424,8,10,
43500,34,0,198,14,30,17.66979284,5,13,
43500,34,0,13,17,40,17.51838866,12,19,
43800,34,0,187,16,31,17.60398029,6,13,
43800,34,0,36,18,39,17.66305855,7,16,
43800,34,0,12,18,43,17.73858921,13,19,
44100,34,0,222,8,18,17.62471028,4,7,
44100,34,0,229,15,31,17.64720948,5,13,
44100,34,0,168,17,35,17.7077534,5,13,
44100,35,0,203,15,37,17.48611929,10,16,
44100,34,0,170,18,38,17.64720948,6,16,
44100,34,0,31,18,40,17.8415088,12,19,
44400,35,0,2,7,12,17.52517162,2,4,
44400,34,0,190,12,25,17.66816743,6,10,
44400,35,0,206,13,22,17.62664346,4,10,
44400,34,0,172,10,25,18.04774624,6,10,
44400,34,0,220,16,34,17.71777778,6,16,
44700,34,0,148,18,40,17.52517162,10,16,
44700,34,0,224,18,36,17.60990854,7,16,
44700,34,1,146,17,34,18.34655405,13,16,
45000,35,1,202,9,20,18.08575788,7,7,
45300,35,1,15,6,14,18.41021234,7,10,
45300,35,1,122,5,13,18.38482205,7,10,
45300,34,0,230,11,25,17.80979381,6,10,
45300,35,1,147,13,28,18.22642074,12,13,
45300,34,0,119,15,37,17.48611929,10,16,
45300,35,0,55,16,40,17.73858921,12,19,
45600,35,1,112,11,22,18.56082103,10,13,
45600,34,1,42,19,39,18.53266243,15,19,
45900,35,1,34,7,18,18.44668085,7,10,
45900,35,1,121,13,25,18.63312621,9,13,
45900,34,1,27,11,22,18.56082103,10,13,
46200,35,1,30,10,17,18.6057759,8,7,
46200,35,1,237,14,23,18.6057759,10,10,
46200,34,0,33,14,28,18.20723942,8,16,
46200,34,1,182,11,22,18.52781833,8,16,
46200,34,1,35,19,38,18.45616534,15,19,
46500,34,2,194,12,28,19.45696944,16,16,
46500,34,1,218,14,31,18.61966114,12,16,
46800,35,1,154,7,13,18.63312621,6,7,
46800,34,2,121,9,20,18.5396862,13,7,
46800,34,2,14,11,23,18.5396862,15,10,
47100,34,0,193,14,31,18.14704519,8,13,
47100,34,1,235,10,24,18.45853558,10,13,
47100,34,1,161,12,26,18.38638721,8,16,
47100,34,0,23,12,28,18.1282433,10,16,
47400,35,0,0,7,19,18.23723958,6,10,
47400,34,1,210,12,22,18.56122449,8,13,
47400,34,0,171,13,31,18.1282433,10,16,
47700,34,0,196,13,26,18.56063626,7,13,
47700,34,1,158,8,23,18.44668085,9,13,
47700,34,0,221,14,32,18.04124294,7,16,
48000,35,0,46,2,9,18.93617021,3,4,
48000,35,0,231,7,10,18.56063626,3,4,
48000,34,0,192,10,25,18.79109723,7,10,
48300,35,0,191,10,22,18.71856311,6,10,
48300,34,0,21,16,38,18.71856311,9,13,
48600,35,2,151,13,26,19.36474536,11,10,
48600,34,0,166,14,32,18.71856311,9,13,
48600,34,0,141,15,37,18.79216535,8,13,
48900,35,2,169,12,16,18.50451866,12,7,
48900,34,2,234,15,27,19.28745562,11,10,
48900,34,0,138,14,30,19.21324165,10,13,
49200,34,2,26,12,25,19.47121972,12,13,
49200,34,2,17,15,33,19.2960968,17,16,
49500,34,2,199,10,27,19.458901,15,13,
49500,34,2,152,16,32,19.28363493,11,13,
49800,35,2,111,7,10,19.48282098,6,4,
49800,35,2,197,4,18,18.73246177,15,13,
50100,35,2,195,8,16,19.458901,8,7,
50100,35,2,136,5,14,18.68694593,9,10,
50100,35,2,48,8,17,19.40970874,9,10,
50100,34,2,16,9,24,19.21481836,21,19,
50400,34,2,43,11,19,18.69607177,14,10,
50400,34,2,37,8,21,19.1300813,18,16,
50400,34,2,224,8,22,19.36449788,15,16,
50400,34,2,31,7,23,18.73246177,19,16,
51000,35,2,228,1,5,18.59064643,4,4,
51000,34,2,114,6,22,18.73246177,18,16,
51300,34,3,204,4,7,17.68238889,9,7,
51300,34,2,202,10,13,18.4184198,11,7,
51600,34,2,11,11,16,18.62173489,11,7,
51600,34,2,172,10,11,18.49929011,13,10,
51600,34,2,201,11,21,18.60701837,16,10,
51900,35,2,10,6,8,18.4184198,9,4,
51900,34,2,170,12,15,18.46336439,10,7,
51900,34,1,143,12,32,16.71566469,19,19,
52200,35,2,116,5,12,18.60701837,6,4,
52200,34,2,223,5,12,18.69607177,3,4,
52200,34,3,34,7,18,18.30128617,12,10,
52200,35,2,226,9,17,18.69607177,11,10,
52500,34,3,140,9,20,18.35268097,13,10,
52800,35,3,233,8,17,18.3140625,13,7,
52800,34,3,220,2,9,18.45894843,9,7,
52800,34,3,182,9,24,18.32357143,19,13,
53100,35,3,32,1,1,17.73465665,4,1,
53100,34,3,168,8,22,18.5379674,19,13,
53100,34,3,190,5,20,18.38542914,17,13,
53400,35,3,9,4,10,18.47756598,10,7,
53400,34,3,33,6,19,18.32051414,17,10,
53700,34,3,203,7,21,18.48524988,17,10,
53700,34,3,79,5,19,18.24152977,18,10,
54600,34,4,164,2,4,17.43932519,3,4,
54900,34,4,160,2,5,17.43932519,4,4,
54900,34,4,222,1,5,17.37074592,4,4,
55200,34,4,191,4,6,17.18568521,8,1,
55200,34,4,112,2,6,17.11937462,3,4,
55800,34,4,151,4,6,17.03239918,7,1,
55800,34,2,205,8,11,16.06493656,3,4,
55800,35,4,207,9,12,16.49528302,7,4,
55800,34,2,19,12,20,16.07698616,10,10,
56100,34,4,118,5,8,16.95263514,7,1,
56100,34,4,235,5,8,16.38298526,3,4,
56100,35,2,21,8,22,16.25636998,12,10,
56400,35,2,37,9,18,16.02317721,11,7,
56400,35,2,0,17,25,16.19942987,15,13,
56700,35,2,123,8,13,16.2014571,4,4,
56700,35,2,1,10,14,16.17021035,4,4,
57000,35,2,122,6,15,16.10296367,8,7,
57000,35,2,237,10,17,16.2,5,7,
57300,34,2,231,5,13,16.10296367,7,4,
57300,35,2,236,9,17,16.01899802,8,7,
57300,35,2,228,9,22,16.03078725,14,10,
57300,35,2,230,10,24,16.1010596,16,13,
57300,35,2,138,14,27,16.0037037,19,13,
57600,34,2,62,10,16,16.2,5,4,
57600,34,2,28,6,13,16.08475771,11,7,
57600,35,2,22,8,19,16.22905226,11,10,
57900,34,2,212,3,9,16.42827341,6,4,
57900,35,2,232,8,24,16.24683544,12,13,
58200,34,2,20,5,14,16.42827341,8,7,
58200,34,2,124,4,9,16.63287671,7,10,
58200,34,2,111,5,17,16.42827341,9,10,
58500,34,1,233,4,9,15.86658824,5,4,
58500,35,2,195,4,7,16.60877828,2,4,
58500,35,2,200,3,7,16.69958753,3,7,
58800,35,2,12,2,5,16.50860713,3,7,
58800,34,1,114,15,24,16.24552036,12,7,
59100,35,2,115,4,7,16.06098953,6,4,
59100,34,2,199,5,7,16.13026506,9,4,
59100,34,1,198,13,20,16.10610757,8,4,
59100,34,2,136,4,8,16.34362512,8,7,
59700,35,2,201,4,7,15.80658144,4,4,
59700,35,2,121,15,23,15.80658144,11,7,
59700,35,1,210,11,21,16.92430527,11,7,
60000,35,2,234,11,17,15.86234684,10,4,
60000,35,1,171,13,23,16.31926484,11,7,
60000,34,1,227,8,17,17.03072,8,7,
60000,34,2,206,7,20,17.97574328,4,10,
60300,35,1,116,4,9,16.31926484,4,1,
60300,34,1,168,11,22,16.99887781,11,10,
60300,34,1,146,11,25,17.00087371,14,10,
60300,34,1,197,13,26,17.03806634,15,10,
60600,35,1,224,8,15,16.92430527,7,4,
60600,34,1,79,12,28,17.03158527,16,13,
60900,34,1,222,8,22,16.97191101,13,10,
61200,35,1,9,4,12,16.97191101,6,7,
61200,34,1,193,6,16,16.82917407,9,10,
61500,34,1,14,8,21,16.73694479,11,10,
61500,35,1,191,10,27,16.94292528,14,13,
61800,35,1,38,7,18,16.73694479,11,10,
62100,34,1,37,6,15,16.79124444,10,10,
62400,35,1,2,3,7,16.84845228,4,7,
62400,34,1,215,4,10,16.75807025,6,7,
62400,34,1,220,6,16,16.78594642,8,10,
62400,35,1,194,9,16,16.79366925,11,10,
62400,34,1,27,10,16,16.76783523,10,10,
62700,34,1,190,10,15,17.04770756,7,7,
62700,34,2,12,8,13,17.86611842,7,7,
62700,34,3,172,3,10,17.49789051,12,7,
63000,34,1,229,8,11,16.71999172,7,4,
63000,34,1,147,10,13,16.75074503,9,7,
63000,34,2,231,6,14,17.12700334,7,7,
63000,34,2,34,8,16,17.12700334,10,7,
63300,35,1,153,6,10,17.01786012,5,4,
63300,34,1,58,9,13,16.88248848,7,7,
63600,35,2,123,3,7,17.32224481,5,4,
63600,34,2,18,9,19,17.36140279,10,7,
63600,34,2,16,9,19,17.12700334,10,10,
63900,35,2,35,10,20,17.38967611,9,7,
63900,35,2,237,9,19,17.30585263,8,7,
63900,35,2,218,17,28,17.39313644,13,13,
63900,35,2,152,14,25,17.12700334,13,13,
64200,35,2,150,5,9,17.85803611,4,4,
64200,34,2,212,7,19,17.95160226,4,7,
64200,34,2,33,11,17,17.73306175,6,7,
64200,34,2,39,11,20,17.27045741,9,10,
64500,34,2,120,11,19,17.9953017,6,7,
64500,34,2,221,6,16,17.68687583,6,10,
64500,35,2,199,17,30,17.66783453,8,13,
64800,34,2,204,12,21,17.93014544,6,7,
64800,34,2,71,10,18,17.85803611,5,7,
64800,35,2,159,11,20,17.95088208,6,10,
64800,35,2,138,16,32,17.90278793,10,16,
65100,35,2,236,7,14,17.72236105,7,10,
65100,34,2,11,7,20,17.74797156,9,10,
65100,35,2,203,17,31,17.66783453,9,13,
65100,34,2,169,11,27,17.72435955,12,16,
65400,35,2,170,8,20,17.95160226,4,10,
65400,34,2,10,9,23,17.75811542,8,13,
65400,35,2,232,6,18,17.65673289,7,13,
65400,35,2,230,11,27,17.95160226,8,13,
65400,35,2,146,15,34,18.00825472,9,19,
65700,35,2,182,9,25,17.65054183,11,16,
66000,34,2,192,6,14,17.67510354,14,7,
66000,35,2,112,6,15,17.94511979,8,10,
66000,35,2,136,10,20,17.98180147,15,10,
66300,35,2,37,7,13,17.79710214,7,7,
66600,34,2,168,5,11,17.91234912,10,7,
66600,34,2,151,7,15,17.82690445,7,10,
66600,34,2,161,6,16,17.73422392,5,10,
66900,34,4,31,0,3,15.56053952,5,1,
67200,35,3,226,6,11,17.61883562,14,7,
67200,35,2,19,7,14,17.73409196,13,7,
67200,34,3,121,4,13,17.49789051,12,7,
67500,34,3,193,1,6,16.775,5,4,
67500,35,3,235,3,13,17.37739483,12,10,
67800,34,3,202,3,9,17.49789051,10,7,
67800,34,3,122,4,12,17.07150259,11,7,
68100,34,3,194,3,5,16.46143546,9,4,
68100,35,3,149,2,4,16.57274559,6,4,
68700,35,3,224,3,5,16.41322751,8,1,
69300,35,4,195,2,4,16.66139852,8,1,
69300,34,4,219,2,5,16.60641466,8,1,
69300,17,4,221,1,6,15.78572327,8,4,
69300,34,4,111,5,9,16.69844011,14,4,
69600,34,4,119,3,5,16.63529412,11,1,
70200,35,4,143,2,3,15.88693777,3,1,
70200,34,4,191,3,7,16.15795796,6,4,
70800,17,4,24,1,3,16.19833958,4,1,
70800,16,4,35,3,6,16.05088988,7,1,
71400,16,4,23,2,7,16.04364242,9,1,
71400,17,3,33,2,4,16.11356699,3,4,
71700,16,4,152,2,2,16.11622355,6,1,
71700,17,4,220,4,6,16.19833958,13,4,
71700,17,3,192,10,24,16.58698285,14,10,
72300,16,3,182,4,5,16.02025316,6,4,
72300,16,4,15,3,8,16.04364242,9,4,
72300,16,3,27,11,18,15.84919528,19,7,
72600,16,3,198,9,14,15.60300055,13,4,
72900,16,3,229,5,13,15.84639831,13,7,
73200,16,3,30,8,10,15.79334055,13,4,
73200,16,3,37,7,16,16.18213748,16,7,
73500,16,3,190,5,9,15.60300055,8,1,
73500,17,3,205,12,18,15.72764579,21,7,
73500,17,3,231,5,15,16.3563013,14,10,
73800,16,3,207,2,4,16.27703631,5,1,
73800,17,3,48,8,13,15.72525801,14,4,
74100,17,3,237,9,17,15.86711302,15,7,
74100,17,3,136,11,19,15.83402286,19,10,
74400,17,3,168,8,18,16.18213748,19,10,
74700,17,3,146,11,23,16.37466475,17,10,
74700,17,3,138,9,22,16.66433991,15,10,
75000,17,3,233,9,19,16.58698285,11,7,
75300,16,3,118,5,12,16.58698285,8,7,
75600,17,3,46,8,13,16.87069694,6,4,
75600,17,1,123,3,9,17.30819964,4,7,
75600,17,1,155,10,21,17.42061766,7,7,
75600,17,3,169,16,31,16.86484254,13,13,
75600,17,3,151,14,30,17.15598802,12,13,
75900,17,1,40,4,8,16.85632437,2,1,
75900,16,3,124,6,9,17.0247428,4,4,
75900,17,3,13,7,11,16.90512406,4,4,
75900,17,3,2,4,8,17.22730733,6,7,
76200,16,3,222,3,8,17.26719039,5,4,
76200,17,1,170,5,15,16.78543134,8,7,
76200,17,1,162,9,22,17.38740554,12,13,
76500,17,1,9,6,11,16.94755672,5,4,
76500,17,3,10,3,7,17.78490793,11,7,
76500,17,1,117,9,19,16.94755672,9,7,
76500,17,1,144,6,20,16.78543134,12,7,
76500,17,4,14,6,21,17.20914582,11,10,
76800,17,3,12,6,10,17.67569378,10,7,
76800,17,3,119,6,16,17.78490793,13,7,
76800,17,3,225,9,20,17.78490793,18,10,
76800,17,1,171,14,27,17.0301974,19,10,
77100,17,1,38,5,20,16.70568928,13,10,
77100,17,1,234,7,23,16.76368838,17,10,
77400,17,3,43,4,6,16.95145524,6,4,
77400,17,1,204,10,27,16.85632437,20,13,
77700,17,4,41,9,17,17.14233045,7,4,
77700,17,3,228,5,8,17.90192982,12,7,
78000,17,3,15,7,12,16.9586262,5,4,
78000,17,3,116,8,11,16.95490831,7,7,
78300,17,3,193,9,14,17.64912109,11,10,
78600,17,4,154,12,21,16.95196776,10,10,
78600,17,3,210,15,22,16.95490831,11,10,
79200,17,4,0,9,15,16.96171171,3,4,
79200,17,4,201,11,20,17.11134884,8,7,
79200,17,4,54,8,20,17.16443742,9,7,
79200,17,4,199,18,34,17.1248279,18,16,
79500,17,4,1,6,10,17.59158879,11,7,
79500,17,4,44,5,21,17.32716638,10,7,
79800,17,4,22,6,21,17.22598147,11,7,
79800,17,3,227,13,19,16.90512406,8,10,
79800,17,4,202,14,24,16.92123421,11,10,
80100,17,4,12,3,3,17.94470859,9,4,
80100,17,4,79,5,17,17.22767322,10,7,
80100,17,4,221,7,21,17.25072115,15,10,
80100,17,4,215,8,28,17.18429136,12,13,
80400,17,4,39,3,10,17.81887955,17,7,
80400,17,4,36,8,25,17.22598147,12,10,
80400,17,4,160,12,29,17.22598147,14,13,
81000,17,4,48,4,9,17.69851485,12,7,
81000,17,4,212,6,13,17.7163067,18,10,
81000,17,4,192,8,28,17.18429136,16,13,
81900,17,4,37,2,8,17.72830296,14,7,
81900,17,4,229,2,11,17.74792276,18,10,
82200,17,4,182,5,14,17.81887955,21,10,
82800,17,4,224,3,3,19.28676471,3,1,
82800,16,4,196,2,3,17.83101315,3,4,
83400,17,4,226,1,3,17.93170732,6,4,
84600,17,4,169,2,4,18.63873874,5,1,
84600,17,4,211,1,4,17.94186567,8,4,
84600,17,4,205,8,14,19.15736,17,4,
85500,17,4,225,3,4,19.21318145,9,4,
85500,17,5,42,4,9,19.9022187,1,4,
85800,17,4,45,1,4,19.15736,2,1,
85800,17,4,28,9,14,20.07257717,9,4,
86100,17,4,27,1,3,19.53808411,6,1,
300,17,5,59,5,10,19.9022187,1,7,
600,16,4,32,4,5,20.78715459,5,1,
600,17,5,21,7,10,,6,4,
600,17,5,49,2,10,20.00748899,2,7,
900,17,5,17,7,10,19.68695652,1,4,
1200,17,5,26,1,7,20.00748899,0,7,
1500,17,5,13,3,7,19.99008142,0,4,
1500,17,5,51,1,5,20.27755102,2,7,
1800,17,5,214,5,10,19.95248574,1,7,
2100,16,5,198,0,0,20.40913838,2,4,
3600,17,5,193,2,3,18.64801921,2,1,
3900,17,5,196,2,3,17.81823529,2,1,
4500,17,5,199,1,2,17.71092814,1,1,
4800,17,5,169,1,3,16.92006369,3,1,
6300,17,5,192,0,0,15.82430669,2,1,
7800,17,1,41,3,6,18.63312621,3,4,
8700,17,5,46,0,1,14.60458015,2,1,
9000,17,5,180,2,2,14.73596059,4,1,
9300,17,5,54,0,1,14.4034188,1,1,
9900,17,5,63,1,2,13.3571885,0,1,
10500,17,5,62,0,0,13.11262136,0,1,
12600,17,5,47,0,0,13.51069182,0,1,
13200,17,5,173,0,1,13.08852459,1,1,
13800,16,1,44,3,8,18.38482205,9,4,
18000,16,2,71,9,21,17.43946754,16,10,
21300,17,5,55,1,2,12.85828221,0,1,
21900,17,5,51,1,1,12.69390244,2,1,
21900,17,1,73,12,29,17.21455865,15,13,
22500,17,5,194,1,3,13.21055662,1,1,
23400,17,5,217,4,4,13.19010989,1,1,
23400,17,5,66,4,6,12.96700405,1,1,
24000,17,4,0,0,3,12.87717042,1,1,
24000,17,2,13,6,11,13.89113436,0,7,
24300,17,4,2,4,7,12.82244582,1,1,
24300,17,4,28,2,8,12.93408948,1,1,
24300,17,5,166,6,8,12.96700405,1,4,
24300,17,4,171,8,12,12.87717042,2,4,
24300,17,4,233,7,12,12.85226131,2,4,
24600,17,4,67,3,10,12.90369249,3,4,
24600,17,4,124,4,12,12.93408948,4,4,
24600,17,4,169,9,15,12.85226131,8,7,
24600,17,4,138,7,16,12.78448509,9,7,
24600,17,4,182,8,16,12.82244582,9,10,
25200,16,2,234,7,11,13.84706849,0,7,
25500,16,2,151,9,18,14.38297769,4,7,
25500,17,4,158,8,18,13.16590529,8,10,
25800,17,1,41,1,7,15.48476041,1,1,
25800,16,2,236,5,7,13.56890244,1,4,
25800,17,2,157,8,11,13.74374308,1,4,
26100,16,2,161,5,8,13.84706849,0,4,
26100,16,4,136,6,9,13.43938547,6,7,
26100,16,2,203,9,17,14.34633072,3,7,
26100,16,2,212,8,15,14.10996767,1,7,
26400,17,2,20,2,5,14.34800563,0,1,
26400,16,2,146,7,14,13.89113436,1,7,
26400,16,2,36,12,23,14.37213429,5,7,
26700,16,2,164,5,12,14.18957346,1,4,
26700,17,2,82,9,18,14.77510271,5,7,
26700,16,2,123,16,26,14.10996767,5,10,
26700,16,2,160,11,25,14.92616487,4,10,
27000,16,1,229,8,17,16.0409943,3,10,
27000,16,2,184,7,19,14.92616487,3,10,
27300,17,4,40,5,9,13.33556672,6,4,
27300,16,2,214,10,19,14.50047109,5,7,
